Miriam Bale,Freelance film critic,US,A History of Violence,2005,David Cronenberg,1943-03-15,"Toronto, Ontario, Canada"
Miriam Bale,Freelance film critic,US,This Is the End,2013,Evan Goldberg and Seth Rogen,None,None
Miriam Bale,Freelance film critic,US,Somewhere,2010,Sofia Coppola,1971-05-14,"New York City, U.S."
Miriam Bale,Freelance film critic,US,Holy Motors,2012,Leos Carax,1960-11-22,None
Miriam Bale,Freelance film critic,US,Almayer's Folly,2011,Chantal Akerman,1950-06-06,"Brussels, Belgium"
Miriam Bale,Freelance film critic,US,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,None
Miriam Bale,Freelance film critic,US,The Story of Marie and Julien,2003,Jacques Rivette,1928-03-01,"Rouen, France"
Miriam Bale,Freelance film critic,US,Bamboozled,2000,Spike Lee,1957-03-20,"Atlanta, Georgia, U.S."
Nicholas Barber,BBC Culture,UK,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S."
Nicholas Barber,BBC Culture,UK,Under the Skin,2013,Jonathan Glazer,1965-03-26,"London, England"
Nicholas Barber,BBC Culture,UK,Anomalisa,2015,Duke Johnson and Charlie Kaufman,None,None
Nicholas Barber,BBC Culture,UK,12 Years a Slave,2013,Steve McQueen,1930-03-24,"Beech Grove, Indiana, U.S."
Nicholas Barber,BBC Culture,UK,Madagascar 3: Europe's Most Wanted,2012,"Eric Darnell, Tom McGrath and Conrad Vernon",None,None
Nicholas Barber,BBC Culture,UK,Another Year,2010,Mike Leigh,1943-02-20,None
Nicholas Barber,BBC Culture,UK,The Diving Bell and the Butterfly,2007,Julian Schnabel,1951-10-26,"New York City, U.S."
Nicholas Barber,BBC Culture,UK,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico"
Nicholas Barber,BBC Culture,UK,The Social Network,2010,David Fincher,1962-08-28,"Denver, Colorado, U.S."
Nicholas Barber,BBC Culture,UK,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran"
Diego Batlle,La Nacion,Argentina,WALL-E,2008,Andrew Stanton,1965-12-03,"Rockport, Massachusetts, U.S."
Diego Batlle,La Nacion,Argentina,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China"
Diego Batlle,La Nacion,Argentina,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan"
Diego Batlle,La Nacion,Argentina,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S."
Diego Batlle,La Nacion,Argentina,The Son's Room,2001,Nanni Moretti,1953-08-19,"Bruneck, South Tyrol, Italy"
Diego Batlle,La Nacion,Argentina,Extraordinary Stories,2008,Mariano Llinás,1975-02-10,"Buenos Aires, Argentina"
Diego Batlle,La Nacion,Argentina,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S."
Diego Batlle,La Nacion,Argentina,The Social Network,2010,David Fincher,1962-08-28,"Denver, Colorado, U.S."
Diego Batlle,La Nacion,Argentina,Elephant,2003,Gus Van Sant,1952-07-24,None
Diego Batlle,La Nacion,Argentina,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,None,None
NT Binh,Positif,France,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S."
NT Binh,Positif,France,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain"
NT Binh,Positif,France,The Assassin,2015,Hou Hsiao-hsien,1947-04-08,"Meihsien County, Kwangtung, Republic of China"
NT Binh,Positif,France,Million Dollar Baby,2004,Clint Eastwood,None,None
NT Binh,Positif,France,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China"
NT Binh,Positif,France,Leviathan,2014,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union"
NT Binh,Positif,France,A Touch of Sin,2013,Jia Zhangke,1970-05-24,"Fenyang, Shanxi, China"
NT Binh,Positif,France,Distant,2002,Nuri Bilge Ceylan,1959-01-26,"Istanbul, Turkey"
NT Binh,Positif,France,The New World,2005,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S."
NT Binh,Positif,France,A Prophet,2009,Jacques Audiard,1952-04-30,"Paris, France"
Lizelle Bisschoff,University of Glasgow,UK,Timbuktu,2014,Abderrahmane Sissako,1961-10-13,"Kiffa, Mauritania"
Lizelle Bisschoff,University of Glasgow,UK,Blue Is the Warmest Color,2013,Abdellatif Kechiche,1960-12-07,"Tunis, Tunisia"
Lizelle Bisschoff,University of Glasgow,UK,Moolaadé,Sembèène 2004,Ousmane,None,None
Lizelle Bisschoff,University of Glasgow,UK,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran"
Lizelle Bisschoff,University of Glasgow,UK,The Secret in Their Eyes,2009,Juan José Campanella,1959-07-19,"Buenos Aires, Argentina"
Lizelle Bisschoff,University of Glasgow,UK,Oldboy,2003,Park Chan-wook,1963-08-23,"Seoul, South Korea"
Lizelle Bisschoff,University of Glasgow,UK,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China"
Lizelle Bisschoff,University of Glasgow,UK,Fat Girl,2001,Catherine Breillat,1948-07-13,None
Lizelle Bisschoff,University of Glasgow,UK,The Orphanage,2007,J. A. Bayona,1975-05-09,"Barcelona, Spain"
Lizelle Bisschoff,University of Glasgow,UK,The Hunt,2012,Thomas Vinterberg,1969-05-19,"Frederiksberg, Denmark"
Christian Blauvelt,BBC Culture,US,Spring Breakers,2012,Harmony Korine,1973-01-04,"Bolinas, California, U.S."
Christian Blauvelt,BBC Culture,US,My Winnipeg,2007,Guy Maddin,1956-02-28,"Winnipeg, Manitoba, Canada"
Christian Blauvelt,BBC Culture,US,The Ghost Writer,2010,Roman Polanski,1933-08-18,"Paris, French Third Republic"
Christian Blauvelt,BBC Culture,US,Moulin Rouge!,2001,Baz Luhrmann,1962-09-17,None
Christian Blauvelt,BBC Culture,US,Star Wars: Episode III – Revenge of the Sith,2005,George Lucas,1944-05-14,"Modesto, California, U.S."
Christian Blauvelt,BBC Culture,US,Manakamana,2013,Pacho Velez and Stephanie Spray,None,None
Christian Blauvelt,BBC Culture,US,The Curious Case of Benjamin Button,2008,David Fincher,1962-08-28,"Denver, Colorado, U.S."
Christian Blauvelt,BBC Culture,US,"You, The Living",2007,Roy Andersson,1943-03-31,"Gothenburg, Sweden"
Christian Blauvelt,BBC Culture,US,Mother,2009,Bong Joon-ho,1969-09-14,"Daegu, South Korea"
Christian Blauvelt,BBC Culture,US,A Serious Man,2009,Joel and Ethan Coen,1954-11-29,None
Mahen Bonetti,African Film Festival Inc,US,Moolaadé,2004,Ousmane Sembène,1923-01-01,"Ziguinchor, Casamance, French West Africa"
Mahen Bonetti,African Film Festival Inc,US,Timbuktu,2014,Abderrahmane Sissako,1961-10-13,"Kiffa, Mauritania"
Mahen Bonetti,African Film Festival Inc,US,Cuba: An African Odyssey,2007,Jihan El-Tahri,None,None
Mahen Bonetti,African Film Festival Inc,US,"Sexe, gombo et beurre salé",2008,Mahamat-Saleh Haroun,None,None
Mahen Bonetti,African Film Festival Inc,US,Shoot the Messenger,2006,Ngozi Onwurah,None,"Nigeria, West Africa."
Mahen Bonetti,African Film Festival Inc,US,Red Leaves,2014,Bazi Gete,None,None
Mahen Bonetti,African Film Festival Inc,US,The Colonial Misunderstanding,2004,Jean-Marie Téno,None,None
Mahen Bonetti,African Film Festival Inc,US,Restless City,2011,Andrew Dosunmu,None,None
Mahen Bonetti,African Film Festival Inc,US,Conversations on a Sunday Afternoon,2005,Khalo Matabane,None,None
Mahen Bonetti,African Film Festival Inc,US,Belle,2013,Amma Asante,1969-09-13,"Lambeth, London, England"
Andreas Borcholte,Spiegel Online,Germany,Requiem for a Dream,2000,Darren Aronofsky,1969-02-12,"New York City, U.S."
Andreas Borcholte,Spiegel Online,Germany,Antichrist,2009,Lars von Trier,1956-04-30,"Kongens Lyngby, Denmark"
Andreas Borcholte,Spiegel Online,Germany,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico"
Andreas Borcholte,Spiegel Online,Germany,The Child,2005,Jean-Pierre and Luc Dardenne,1951-04-21,"Liège, Belgium"
Andreas Borcholte,Spiegel Online,Germany,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,None
Andreas Borcholte,Spiegel Online,Germany,Fish Tank,2009,Andrea Arnold,1961-04-05,None
Andreas Borcholte,Spiegel Online,Germany,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S."
Andreas Borcholte,Spiegel Online,Germany,Inception,2010,Christopher Nolan,1970-07-30,"London, England"
Andreas Borcholte,Spiegel Online,Germany,Kill Bill: Vol. 1,2003,Quentin Tarantino,1963-03-27,None
Andreas Borcholte,Spiegel Online,Germany,Irreversible,2002,Gaspar Noé,1963-12-27,"Buenos Aires, Argentina"
Utpal Borpujari,Freelance film critic,India,Amour,2012,Michael Haneke,1942-03-23,"Munich, Germany"
Utpal Borpujari,Freelance film critic,India,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran"
Utpal Borpujari,Freelance film critic,India,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China"
Utpal Borpujari,Freelance film critic,India,A Prophet,2009,Jacques Audiard,1952-04-30,"Paris, France"
Utpal Borpujari,Freelance film critic,India,Monsoon Wedding,2001,Mira Nair,1957-10-15,"Rourkela, Orissa, India"
Utpal Borpujari,Freelance film critic,India,Son of Saul,2015,László Nemes,1977-02-18,"Budapest, Hungary"
Utpal Borpujari,Freelance film critic,India,Thithi,2015,Raam Reddy,None,None
Utpal Borpujari,Freelance film critic,India,Blue Is the Warmest Color,2013,Abdellatif Kechiche,1960-12-07,"Tunis, Tunisia"
Utpal Borpujari,Freelance film critic,India,No Man's Land,2001,Danis Tanovic,1969-02-20,"Zenica, SR Bosnia and Herzegovina, SFR Yugoslavia"
Utpal Borpujari,Freelance film critic,India,Waltz with Bashir,2008,Ari Folman,1962-12-17,"Haifa, Israel"
Richard Brody,The New Yorker,US,In Praise of Love,2001,Jean-Luc Godard,1930-12-03,"Paris, France"
Richard Brody,The New Yorker,US,The Wolf of Wall Street,2013,Martin Scorsese,1942-11-17,"New York City, U.S."
Richard Brody,The New Yorker,US,The Last of the Unjust,2013,Claude Lanzmann,1925-11-27,"Paris, France"
Richard Brody,The New Yorker,US,Like Someone In Love,2012,Abbas Kiarostami,1940-06-22,"Tehran, Imperial State of Iran"
Richard Brody,The New Yorker,US,The Grand Budapest Hotel,2014,Wes Anderson,1969-05-01,"Houston, Texas, U.S."
Richard Brody,The New Yorker,US,Butter on the Latch,2013,Josephine Decker,1981-04-02,"London, England"
Richard Brody,The New Yorker,US,Heaven Knows What,2014,Josh and Benny Safdie,None,None
Richard Brody,The New Yorker,US,The Future,2011,Miranda July,1974-02-15,"Barre, Vermont, United States"
Richard Brody,The New Yorker,US,Holy Motors,2012,Leos Carax,1960-11-22,None
Richard Brody,The New Yorker,US,Coma,2015,Sara Fattahi,None,None
Hannah Brown,Jerusalem Post,Israel,"4 Months, 3 Weeks & 2 Days",2007,Cristian Mungiu,1968-04-27,"Iași, Romania"
Hannah Brown,Jerusalem Post,Israel,The Royal Tenenbaums,2001,Wes Anderson,1969-05-01,"Houston, Texas, U.S."
Hannah Brown,Jerusalem Post,Israel,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,None
Hannah Brown,Jerusalem Post,Israel,Waltz with Bashir,2008,Ari Folman,1962-12-17,"Haifa, Israel"
Hannah Brown,Jerusalem Post,Israel,The Matchmaker,2010,Avi Nesher,1953-12-13,None
Hannah Brown,Jerusalem Post,Israel,Footnote,2011,Joseph Cedar,1968-08-31,"New York, United States"
Hannah Brown,Jerusalem Post,Israel,The Son,2002,Jean-Pierre and Luc Dardenne,1951-04-21,"Liège, Belgium"
Hannah Brown,Jerusalem Post,Israel,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China"
Hannah Brown,Jerusalem Post,Israel,You Can Count On Me,2000,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S."
Hannah Brown,Jerusalem Post,Israel,Yossi & Jagger,2002,Eytan Fox,1964-08-21,"New York City, New York, U.S."
